Date/Time,Lat,Lon,Base,Hour,Day,Date,Month,Weekday,DayType
8/26/2014 6:56:00,40.7847,-73.954,B02682,6,26,2014-08-26,Aug,Tue,Weekday
5/13/2014 4:01:00,40.7388,-74.0066,B02682,4,13,2014-05-13,May,Tue,Weekday
5/28/2014 19:06:00,40.7649,-73.9633,B02598,19,28,2014-05-28,May,Wed,Weekday
9/2/2014 12:35:00,40.7925,-73.9752,B02682,12,2,2014-09-02,Sep,Tue,Weekday
9/20/2014 14:31:00,40.719,-73.9946,B02617,14,20,2014-09-20,Sep,Sat,Weekend
4/7/2014 14:53:00,40.7644,-73.9826,B02512,14,7,2014-04-07,Apr,Mon,Weekday
7/5/2014 16:56:00,40.6732,-73.9287,B02617,16,5,2014-07-05,Jul,Sat,Weekend
4/8/2014 21:58:00,40.7317,-73.995,B02598,21,8,2014-04-08,Apr,Tue,Weekday
4/21/2014 16:47:00,40.7637,-73.977,B02682,16,21,2014-04-21,Apr,Mon,Weekday
5/16/2014 21:04:00,40.7477,-73.9968,B02598,21,16,2014-05-16,May,Fri,Weekday
7/7/2014 6:05:00,40.6469,-73.7887,B02598,6,7,2014-07-07,Jul,Mon,Weekday
9/14/2014 1:20:00,40.7322,-74.0038,B02617,1,14,2014-09-14,Sep,Sun,Weekend
7/27/2014 16:44:00,40.7125,-74.0093,B02617,16,27,2014-07-27,Jul,Sun,Weekend
9/16/2014 9:43:00,40.7685,-73.8625,B02598,9,16,2014-09-16,Sep,Tue,Weekday
5/1/2014 21:14:00,40.6943,-73.9244,B02598,21,1,2014-05-01,May,Thu,Weekday
4/26/2014 18:07:00,40.6741,-73.9458,B02598,18,26,2014-04-26,Apr,Sat,Weekend
8/25/2014 19:01:00,40.7552,-74.0025,B02764,19,25,2014-08-25,Aug,Mon,Weekday
6/19/2014 13:33:00,40.7738,-73.9459,B02682,13,19,2014-06-19,Jun,Thu,Weekday
9/24/2014 13:48:00,40.7168,-74.009,B02598,13,24,2014-09-24,Sep,Wed,Weekday
6/8/2014 15:05:00,40.7163,-74.0133,B02682,15,8,2014-06-08,Jun,Sun,Weekend
9/25/2014 12:50:00,40.7445,-73.9555,B02512,12,25,2014-09-25,Sep,Thu,Weekday
9/15/2014 8:07:00,40.7764,-73.9795,B02598,8,15,2014-09-15,Sep,Mon,Weekday
8/6/2014 14:22:00,40.7766,-73.985,B02617,14,6,2014-08-06,Aug,Wed,Weekday
8/15/2014 17:48:00,40.7041,-74.0105,B02598,17,15,2014-08-15,Aug,Fri,Weekday
6/27/2014 21:13:00,40.7739,-73.9842,B02617,21,27,2014-06-27,Jun,Fri,Weekday
9/24/2014 20:59:00,40.7386,-73.9802,B02682,20,24,2014-09-24,Sep,Wed,Weekday
5/8/2014 17:30:00,40.7545,-73.9801,B02598,17,8,2014-05-08,May,Thu,Weekday
5/23/2014 12:01:00,40.7422,-74.0039,B02682,12,23,2014-05-23,May,Fri,Weekday
8/6/2014 12:32:00,40.7232,-74.0026,B02598,12,6,2014-08-06,Aug,Wed,Weekday
6/5/2014 7:22:00,40.7799,-73.9816,B02598,7,5,2014-06-05,Jun,Thu,Weekday
9/17/2014 22:08:00,40.7882,-73.9523,B02617,22,17,2014-09-17,Sep,Wed,Weekday
8/22/2014 9:20:00,40.7139,-73.9852,B02512,9,22,2014-08-22,Aug,Fri,Weekday
6/2/2014 19:04:00,40.6485,-73.7833,B02598,19,2,2014-06-02,Jun,Mon,Weekday
8/11/2014 17:49:00,40.7596,-73.9724,B02598,17,11,2014-08-11,Aug,Mon,Weekday
9/8/2014 22:38:00,40.7053,-74.0132,B02617,22,8,2014-09-08,Sep,Mon,Weekday
7/3/2014 16:03:00,40.7805,-73.9464,B02598,16,3,2014-07-03,Jul,Thu,Weekday
6/11/2014 14:17:00,40.6416,-73.7878,B02598,14,11,2014-06-11,Jun,Wed,Weekday
8/16/2014 14:13:00,40.7328,-73.9881,B02617,14,16,2014-08-16,Aug,Sat,Weekend
4/17/2014 15:26:00,40.7501,-74.0059,B02682,15,17,2014-04-17,Apr,Thu,Weekday
5/23/2014 6:37:00,40.756100000000004,-73.9268,B02598,6,23,2014-05-23,May,Fri,Weekday
8/8/2014 19:37:00,40.7721,-73.95,B02682,19,8,2014-08-08,Aug,Fri,Weekday
7/26/2014 20:09:00,40.721,-73.987,B02617,20,26,2014-07-26,Jul,Sat,Weekend
7/16/2014 20:04:00,40.7595,-73.9912,B02617,20,16,2014-07-16,Jul,Wed,Weekday
6/17/2014 17:51:00,40.7606,-73.9745,B02682,17,17,2014-06-17,Jun,Tue,Weekday
7/12/2014 22:22:00,40.7286,-73.9859,B02598,22,12,2014-07-12,Jul,Sat,Weekend
6/9/2014 11:39:00,40.7304,-73.9903,B02617,11,9,2014-06-09,Jun,Mon,Weekday
6/5/2014 18:23:00,40.7729,-73.8861,B02598,18,5,2014-06-05,Jun,Thu,Weekday
8/1/2014 12:13:00,40.7588,-73.9773,B02617,12,1,2014-08-01,Aug,Fri,Weekday
8/29/2014 21:00:00,40.7313,-74.0025,B02598,21,29,2014-08-29,Aug,Fri,Weekday
7/16/2014 10:18:00,40.7056,-73.9333,B02598,10,16,2014-07-16,Jul,Wed,Weekday
5/23/2014 21:29:00,40.6743,-73.9662,B02598,21,23,2014-05-23,May,Fri,Weekday
7/2/2014 19:27:00,40.676,-74.0143,B02598,19,2,2014-07-02,Jul,Wed,Weekday
4/10/2014 8:25:00,40.7224,-74.0105,B02598,8,10,2014-04-10,Apr,Thu,Weekday
4/24/2014 20:43:00,40.7268,-74,B02598,20,24,2014-04-24,Apr,Thu,Weekday
4/22/2014 16:37:00,40.7528,-73.973,B02764,16,22,2014-04-22,Apr,Tue,Weekday
5/7/2014 12:43:00,40.7678,-73.9828,B02598,12,7,2014-05-07,May,Wed,Weekday
6/19/2014 6:24:00,40.7256,-74.0055,B02598,6,19,2014-06-19,Jun,Thu,Weekday
6/3/2014 16:28:00,40.7543,-73.9907,B02598,16,3,2014-06-03,Jun,Tue,Weekday
5/13/2014 4:15:00,40.6933,-73.9672,B02682,4,13,2014-05-13,May,Tue,Weekday
5/10/2014 22:16:00,40.7428,-73.9964,B02682,22,10,2014-05-10,May,Sat,Weekend
8/3/2014 12:47:00,40.7529,-74.004,B02617,12,3,2014-08-03,Aug,Sun,Weekend
8/18/2014 20:50:00,40.7789,-73.958,B02682,20,18,2014-08-18,Aug,Mon,Weekday
7/11/2014 0:04:00,40.7408,-74.0079,B02617,0,11,2014-07-11,Jul,Fri,Weekday
9/22/2014 9:01:00,40.723,-74.0023,B02764,9,22,2014-09-22,Sep,Mon,Weekday
4/17/2014 11:47:00,40.7395,-73.9924,B02598,11,17,2014-04-17,Apr,Thu,Weekday
5/21/2014 15:33:00,40.7611,-73.987,B02512,15,21,2014-05-21,May,Wed,Weekday
7/14/2014 16:33:00,40.6828,-73.9633,B02598,16,14,2014-07-14,Jul,Mon,Weekday
5/15/2014 10:32:00,40.7716,-73.8665,B02617,10,15,2014-05-15,May,Thu,Weekday
9/19/2014 15:05:00,40.7299,-73.993,B02682,15,19,2014-09-19,Sep,Fri,Weekday
5/2/2014 17:27:00,40.74,-73.9863,B02598,17,2,2014-05-02,May,Fri,Weekday
4/6/2014 0:37:00,40.7336,-74.0027,B02598,0,6,2014-04-06,Apr,Sun,Weekend
9/17/2014 23:06:00,40.7368,-73.9878,B02764,23,17,2014-09-17,Sep,Wed,Weekday
9/14/2014 11:50:00,40.7457,-73.9945,B02512,11,14,2014-09-14,Sep,Sun,Weekend
9/26/2014 14:16:00,40.7198,-73.9918,B02617,14,26,2014-09-26,Sep,Fri,Weekday
7/7/2014 18:27:00,40.7051,-73.9333,B02617,18,7,2014-07-07,Jul,Mon,Weekday
9/25/2014 21:30:00,40.7484,-73.9846,B02598,21,25,2014-09-25,Sep,Thu,Weekday
5/25/2014 16:28:00,40.7578,-73.9853,B02512,16,25,2014-05-25,May,Sun,Weekend
8/7/2014 11:59:00,40.7082,-73.9105,B02617,11,7,2014-08-07,Aug,Thu,Weekday
4/26/2014 20:49:00,40.7436,-73.9771,B02598,20,26,2014-04-26,Apr,Sat,Weekend
9/29/2014 17:00:00,40.742,-73.9949,B02617,17,29,2014-09-29,Sep,Mon,Weekday
5/2/2014 22:37:00,40.6559,-74.0007,B02598,22,2,2014-05-02,May,Fri,Weekday
7/22/2014 23:14:00,40.7617,-73.9868,B02682,23,22,2014-07-22,Jul,Tue,Weekday
6/27/2014 1:31:00,40.7139,-73.9325,B02764,1,27,2014-06-27,Jun,Fri,Weekday
9/27/2014 23:21:00,40.7214,-73.9981,B02764,23,27,2014-09-27,Sep,Sat,Weekend
4/30/2014 10:34:00,40.7462,-74.0052,B02682,10,30,2014-04-30,Apr,Wed,Weekday
9/24/2014 6:44:00,40.7794,-73.975,B02598,6,24,2014-09-24,Sep,Wed,Weekday
6/24/2014 19:46:00,40.7245,-74.0019,B02682,19,24,2014-06-24,Jun,Tue,Weekday
6/3/2014 20:48:00,40.7424,-74.0067,B02617,20,3,2014-06-03,Jun,Tue,Weekday
5/1/2014 7:12:00,40.7758,-73.9832,B02617,7,1,2014-05-01,May,Thu,Weekday
5/15/2014 7:02:00,40.7327,-73.9982,B02598,7,15,2014-05-15,May,Thu,Weekday
6/8/2014 18:41:00,40.7202,-73.9997,B02682,18,8,2014-06-08,Jun,Sun,Weekend
4/22/2014 16:00:00,40.7422,-73.991,B02682,16,22,2014-04-22,Apr,Tue,Weekday
6/24/2014 15:15:00,40.7405,-73.9862,B02617,15,24,2014-06-24,Jun,Tue,Weekday
6/13/2014 15:58:00,40.7125,-73.9433,B02617,15,13,2014-06-13,Jun,Fri,Weekday
9/17/2014 15:59:00,40.7154,-74.0131,B02598,15,17,2014-09-17,Sep,Wed,Weekday
6/12/2014 20:32:00,40.7739,-73.8714,B02598,20,12,2014-06-12,Jun,Thu,Weekday
9/16/2014 20:32:00,40.7233,-73.9884,B02764,20,16,2014-09-16,Sep,Tue,Weekday
4/16/2014 13:46:00,40.7321,-74.0382,B02682,13,16,2014-04-16,Apr,Wed,Weekday
7/10/2014 21:19:00,40.7623,-73.9971,B02512,21,10,2014-07-10,Jul,Thu,Weekday
8/7/2014 16:54:00,40.711,-74.0008,B02598,16,7,2014-08-07,Aug,Thu,Weekday
8/7/2014 17:55:00,40.7725,-73.9774,B02617,17,7,2014-08-07,Aug,Thu,Weekday
7/10/2014 10:03:00,40.7533,-73.9648,B02598,10,10,2014-07-10,Jul,Thu,Weekday
8/3/2014 18:52:00,40.7149,-73.9936,B02617,18,3,2014-08-03,Aug,Sun,Weekend
8/9/2014 14:38:00,40.7117,-73.953,B02598,14,9,2014-08-09,Aug,Sat,Weekend
8/30/2014 14:24:00,40.7045,-74.0067,B02682,14,30,2014-08-30,Aug,Sat,Weekend
9/3/2014 12:17:00,40.7796,-73.9527,B02512,12,3,2014-09-03,Sep,Wed,Weekday
9/26/2014 18:35:00,40.7754,-73.9795,B02617,18,26,2014-09-26,Sep,Fri,Weekday
9/4/2014 22:40:00,40.7708,-73.9503,B02617,22,4,2014-09-04,Sep,Thu,Weekday
8/4/2014 14:00:00,40.7674,-73.9805,B02598,14,4,2014-08-04,Aug,Mon,Weekday
9/16/2014 22:43:00,40.7675,-73.9811,B02617,22,16,2014-09-16,Sep,Tue,Weekday
5/11/2014 16:46:00,40.7414,-73.9931,B02598,16,11,2014-05-11,May,Sun,Weekend
8/2/2014 15:06:00,40.7393,-74.0037,B02617,15,2,2014-08-02,Aug,Sat,Weekend
4/16/2014 22:36:00,40.7596,-73.9701,B02598,22,16,2014-04-16,Apr,Wed,Weekday
8/2/2014 23:43:00,40.7232,-74.0079,B02617,23,2,2014-08-02,Aug,Sat,Weekend
6/21/2014 0:42:00,40.7643,-73.9884,B02682,0,21,2014-06-21,Jun,Sat,Weekend
5/5/2014 20:21:00,40.71,-74.0072,B02682,20,5,2014-05-05,May,Mon,Weekday
8/6/2014 9:33:00,40.7245,-74.0009,B02617,9,6,2014-08-06,Aug,Wed,Weekday
7/2/2014 20:18:00,40.7621,-73.9804,B02617,20,2,2014-07-02,Jul,Wed,Weekday
5/23/2014 12:04:00,40.7064,-74.0095,B02617,12,23,2014-05-23,May,Fri,Weekday
9/15/2014 7:15:00,40.772,-73.9904,B02617,7,15,2014-09-15,Sep,Mon,Weekday
8/2/2014 16:04:00,40.7798,-73.9843,B02617,16,2,2014-08-02,Aug,Sat,Weekend
9/13/2014 5:24:00,40.7279,-73.9958,B02598,5,13,2014-09-13,Sep,Sat,Weekend
8/21/2014 12:55:00,40.7458,-73.953,B02617,12,21,2014-08-21,Aug,Thu,Weekday
4/30/2014 20:59:00,40.7496,-73.9857,B02617,20,30,2014-04-30,Apr,Wed,Weekday
9/19/2014 15:31:00,40.75,-74.0036,B02598,15,19,2014-09-19,Sep,Fri,Weekday
9/16/2014 18:34:00,40.7106,-73.9662,B02764,18,16,2014-09-16,Sep,Tue,Weekday
4/27/2014 20:52:00,40.7315,-74.0018,B02682,20,27,2014-04-27,Apr,Sun,Weekend
5/18/2014 15:43:00,40.7832,-73.957,B02598,15,18,2014-05-18,May,Sun,Weekend
8/21/2014 8:08:00,40.7631,-73.9919,B02682,8,21,2014-08-21,Aug,Thu,Weekday
7/21/2014 20:21:00,40.731,-73.9905,B02598,20,21,2014-07-21,Jul,Mon,Weekday
9/2/2014 8:21:00,40.7741,-73.8722,B02598,8,2,2014-09-02,Sep,Tue,Weekday
7/8/2014 8:35:00,40.7749,-73.9912,B02617,8,8,2014-07-08,Jul,Tue,Weekday
4/6/2014 5:25:00,40.6867,-73.9843,B02598,5,6,2014-04-06,Apr,Sun,Weekend
4/16/2014 15:23:00,40.7303,-73.9894,B02682,15,16,2014-04-16,Apr,Wed,Weekday
5/8/2014 17:58:00,40.7401,-73.9883,B02598,17,8,2014-05-08,May,Thu,Weekday
9/3/2014 21:45:00,40.8298,-73.9281,B02682,21,3,2014-09-03,Sep,Wed,Weekday
7/28/2014 19:20:00,40.7628,-73.9722,B02617,19,28,2014-07-28,Jul,Mon,Weekday
6/18/2014 17:54:00,40.7443,-73.9846,B02682,17,18,2014-06-18,Jun,Wed,Weekday
9/11/2014 20:49:00,40.7531,-73.9717,B02617,20,11,2014-09-11,Sep,Thu,Weekday
5/19/2014 14:45:00,40.7544,-73.9712,B02682,14,19,2014-05-19,May,Mon,Weekday
7/17/2014 13:20:00,40.7594,-73.9908,B02682,13,17,2014-07-17,Jul,Thu,Weekday
7/7/2014 13:49:00,40.7636,-73.9855,B02617,13,7,2014-07-07,Jul,Mon,Weekday
6/7/2014 15:41:00,40.7097,-73.7212,B02598,15,7,2014-06-07,Jun,Sat,Weekend
6/5/2014 18:19:00,40.7251,-73.9982,B02598,18,5,2014-06-05,Jun,Thu,Weekday
9/8/2014 6:44:00,40.8095,-73.9457,B02598,6,8,2014-09-08,Sep,Mon,Weekday
8/7/2014 8:17:00,40.7092,-74.0021,B02617,8,7,2014-08-07,Aug,Thu,Weekday
9/23/2014 7:13:00,40.7616,-73.9997,B02598,7,23,2014-09-23,Sep,Tue,Weekday
9/25/2014 19:17:00,40.7784,-73.9885,B02617,19,25,2014-09-25,Sep,Thu,Weekday
8/5/2014 2:57:00,40.754,-73.9957,B02598,2,5,2014-08-05,Aug,Tue,Weekday
4/22/2014 15:44:00,40.7543,-73.9941,B02598,15,22,2014-04-22,Apr,Tue,Weekday
5/24/2014 5:32:00,40.6941,-73.9058,B02682,5,24,2014-05-24,May,Sat,Weekend
8/7/2014 8:18:00,40.743,-73.9553,B02682,8,7,2014-08-07,Aug,Thu,Weekday
9/22/2014 8:10:00,40.7271,-73.9916,B02682,8,22,2014-09-22,Sep,Mon,Weekday
7/3/2014 12:17:00,40.7635,-73.9694,B02598,12,3,2014-07-03,Jul,Thu,Weekday
8/14/2014 10:02:00,40.75,-73.9864,B02682,10,14,2014-08-14,Aug,Thu,Weekday
9/12/2014 20:46:00,40.7228,-74.0044,B02682,20,12,2014-09-12,Sep,Fri,Weekday
8/20/2014 18:44:00,40.7607,-73.9873,B02682,18,20,2014-08-20,Aug,Wed,Weekday
7/24/2014 19:14:00,40.7152,-74.0161,B02682,19,24,2014-07-24,Jul,Thu,Weekday
8/6/2014 18:33:00,40.7554,-73.9736,B02598,18,6,2014-08-06,Aug,Wed,Weekday
7/11/2014 8:38:00,40.7458,-73.9781,B02617,8,11,2014-07-11,Jul,Fri,Weekday
4/7/2014 16:46:00,40.737,-73.9736,B02617,16,7,2014-04-07,Apr,Mon,Weekday
5/10/2014 22:33:00,40.7251,-74.0003,B02682,22,10,2014-05-10,May,Sat,Weekend
8/14/2014 16:33:00,40.733,-73.9978,B02682,16,14,2014-08-14,Aug,Thu,Weekday
4/29/2014 20:02:00,40.6474,-73.8021,B02682,20,29,2014-04-29,Apr,Tue,Weekday
9/24/2014 20:33:00,40.7426,-73.9997,B02617,20,24,2014-09-24,Sep,Wed,Weekday
6/11/2014 20:48:00,40.7647,-73.9769,B02598,20,11,2014-06-11,Jun,Wed,Weekday
4/18/2014 14:22:00,40.7541,-73.9999,B02682,14,18,2014-04-18,Apr,Fri,Weekday
9/29/2014 15:53:00,40.6964,-73.9664,B02764,15,29,2014-09-29,Sep,Mon,Weekday
7/24/2014 19:25:00,40.7552,-73.976,B02617,19,24,2014-07-24,Jul,Thu,Weekday
7/8/2014 14:50:00,40.7576,-73.9776,B02617,14,8,2014-07-08,Jul,Tue,Weekday
9/1/2014 19:18:00,40.6861,-73.9482,B02617,19,1,2014-09-01,Sep,Mon,Weekday
9/5/2014 19:33:00,40.7573,-73.9761,B02617,19,5,2014-09-05,Sep,Fri,Weekday
8/19/2014 16:09:00,40.7641,-73.9714,B02598,16,19,2014-08-19,Aug,Tue,Weekday
5/7/2014 9:24:00,40.7748,-73.9602,B02598,9,7,2014-05-07,May,Wed,Weekday
9/24/2014 14:35:00,40.7222,-73.9982,B02682,14,24,2014-09-24,Sep,Wed,Weekday
9/4/2014 15:43:00,40.7771,-73.9578,B02617,15,4,2014-09-04,Sep,Thu,Weekday
7/25/2014 15:58:00,40.7512,-73.9942,B02598,15,25,2014-07-25,Jul,Fri,Weekday
7/2/2014 21:46:00,40.7544,-73.9838,B02598,21,2,2014-07-02,Jul,Wed,Weekday
7/25/2014 16:54:00,40.7898,-73.976,B02617,16,25,2014-07-25,Jul,Fri,Weekday
8/22/2014 18:10:00,40.7075,-74.0104,B02598,18,22,2014-08-22,Aug,Fri,Weekday
8/21/2014 23:18:00,40.7049,-73.9336,B02617,23,21,2014-08-21,Aug,Thu,Weekday
7/9/2014 11:05:00,40.7745,-73.8727,B02598,11,9,2014-07-09,Jul,Wed,Weekday
6/29/2014 20:41:00,40.7049,-74.0163,B02617,20,29,2014-06-29,Jun,Sun,Weekend
8/13/2014 22:16:00,40.7022,-74.0137,B02617,22,13,2014-08-13,Aug,Wed,Weekday
9/4/2014 20:24:00,40.7403,-73.9819,B02617,20,4,2014-09-04,Sep,Thu,Weekday
7/11/2014 20:05:00,40.7437,-73.9507,B02598,20,11,2014-07-11,Jul,Fri,Weekday
4/29/2014 23:31:00,40.7312,-73.9887,B02598,23,29,2014-04-29,Apr,Tue,Weekday
8/6/2014 17:13:00,40.7358,-73.998,B02512,17,6,2014-08-06,Aug,Wed,Weekday
6/6/2014 16:39:00,40.7237,-73.9946,B02598,16,6,2014-06-06,Jun,Fri,Weekday
4/30/2014 21:43:00,40.7099,-73.9487,B02682,21,30,2014-04-30,Apr,Wed,Weekday
7/15/2014 15:14:00,40.7554,-73.9862,B02598,15,15,2014-07-15,Jul,Tue,Weekday
6/19/2014 0:24:00,40.741,-74.0055,B02598,0,19,2014-06-19,Jun,Thu,Weekday
5/11/2014 15:14:00,40.7164,-73.9539,B02598,15,11,2014-05-11,May,Sun,Weekend
7/3/2014 18:22:00,40.7061,-73.9234,B02617,18,3,2014-07-03,Jul,Thu,Weekday
7/27/2014 11:46:00,40.7446,-73.9914,B02682,11,27,2014-07-27,Jul,Sun,Weekend
9/14/2014 21:02:00,40.6915,-73.9853,B02598,21,14,2014-09-14,Sep,Sun,Weekend
7/8/2014 16:00:00,40.7492,-73.9903,B02617,16,8,2014-07-08,Jul,Tue,Weekday
9/12/2014 15:45:00,40.7617,-73.978,B02598,15,12,2014-09-12,Sep,Fri,Weekday
9/13/2014 5:31:00,40.7376,-74.0004,B02617,5,13,2014-09-13,Sep,Sat,Weekend
5/3/2014 11:18:00,40.716,-74.0071,B02617,11,3,2014-05-03,May,Sat,Weekend
7/1/2014 21:34:00,40.7265,-74.0023,B02682,21,1,2014-07-01,Jul,Tue,Weekday
6/11/2014 16:15:00,40.7516,-73.9899,B02598,16,11,2014-06-11,Jun,Wed,Weekday
7/14/2014 17:25:00,40.7414,-73.9911,B02617,17,14,2014-07-14,Jul,Mon,Weekday
8/4/2014 5:25:00,40.6447,-73.7824,B02598,5,4,2014-08-04,Aug,Mon,Weekday
9/6/2014 19:34:00,40.802,-73.9614,B02682,19,6,2014-09-06,Sep,Sat,Weekend
8/17/2014 19:48:00,40.7272,-73.9841,B02682,19,17,2014-08-17,Aug,Sun,Weekend
6/19/2014 13:48:00,40.7397,-73.9892,B02617,13,19,2014-06-19,Jun,Thu,Weekday
7/22/2014 11:11:00,40.7708,-73.9643,B02617,11,22,2014-07-22,Jul,Tue,Weekday
4/19/2014 16:55:00,40.7336,-73.9878,B02682,16,19,2014-04-19,Apr,Sat,Weekend
